Field1_text,Field1_links,Textbox_value,Text,Text1,Text2,Text3,Text4,Text5,Text6,Text7,Text8,Text9,Text10
合租·劲松二区3居室-北卧,https://www.ziroom.com/x/636950814.html,3100,约17.37㎡,朝北,3室1厅,11/14,有,劲松二区,1994,塔板结合,集体供暖,30%,2.5
合租·沿海赛洛城七期4居室-南卧,https://www.ziroom.com/x/630278890.html,3600,,,,,,,,,,,
合租·首开熙悦尚郡4居室-南卧,https://www.ziroom.com/x/751157121.html,3400,,,,,,,,,,,
合租·北苑家园望春园3居室-南卧,https://www.ziroom.com/x/773773350.html,3400,,,,,,,,,,,
合租·连心园西区2居室-南卧,https://www.ziroom.com/x/784802347.html,3400,,,,,,,,,,,
合租·将台路3居室-南卧,https://www.ziroom.com/x/730502717.html,3600,,,,,,,,,,,
合租·美立方3居室-南卧,https://www.ziroom.com/x/713741602.html,3400,,,,,,,,,,,
合租·科学园南里六区3居室-西南卧,https://www.ziroom.com/x/652400326.html,3600,,,,,,,,,,,
合租·宏源公寓3居室-北卧,https://www.ziroom.com/x/661661459.html,3900,约11.8㎡,朝北,3室1厅,11/23,有,宏源公寓,2001,塔楼,集体供暖,20%,4
合租·首开熙悦尚郡4居室-南卧,https://www.ziroom.com/x/739757487.html,3600,,,,,,,,,,,
合租·都会华庭4居室-北卧,https://www.ziroom.com/x/513952175.html,3100,约20.5㎡,朝北,4室1厅,11/21,有,都会华庭,2007,塔楼,集体供暖,33%,0.3
合租·易构空间4居室-南卧,https://www.ziroom.com/x/789338455.html,3600,,,,,,,,,,,
合租·西坝河北里3居室-东南卧,https://www.ziroom.com/x/725522931.html,3800,13.5㎡,朝东南,3室1厅,13/20,有,西坝河北里,1988,塔楼,集体供暖,20%,0.8
合租·将府家园3居室-东卧,https://www.ziroom.com/x/764330885.html,4100,约17.9㎡,朝东,3室1厅,3/19,有,将府家园,2008,塔楼,集体供暖,35%,0.3
合租·关东店南街3居室-北卧,https://www.ziroom.com/x/683687183.html,3600,,,,,,,,,,,
合租·保利嘉园三号院3居室-东南卧,https://www.ziroom.com/x/747573941.html,3100,约23.6㎡,朝东南,3室1厅,9/29,有,保利嘉园三号院,2010,塔楼,壁挂炉,35%,2.47
合租·安慧北里雅园3居室-北卧,https://www.ziroom.com/x/807928158.html,3600,,,,,,,,,,,
合租·首开知语城3居室-东卧,https://www.ziroom.com/x/778051729.html,4100,约11.9㎡,朝东,3室1厅,13/22,有,首开知语城,2007,塔楼,壁挂炉,62%,3.1
合租·泰华滨河苑3居室-北卧,https://www.ziroom.com/x/752679924.html,3600,,,,,,,,,,,
合租·华腾园4居室-西卧,https://www.ziroom.com/x/734411623.html,3900,约17.2㎡,朝西,4室1厅,12/26,有,华腾园,2003,塔楼,集体供暖,40%,2.1
合租·芍药居北里3居室-西卧,https://www.ziroom.com/x/786377142.html,3100,约12.3㎡,朝西,3室1厅,2/28,有,芍药居北里,2008,塔板结合,集体供暖,30%,2.29
合租·北苑家园绣菊园4居室-西卧,https://www.ziroom.com/x/747547072.html,3600,,,,,,,,,,,
合租·驼房营南里3居室-西卧,https://www.ziroom.com/x/723381656.html,3600,,,,,,,,,,,
合租·中纺东里3居室-南卧,https://www.ziroom.com/x/663174905.html,3900,约16.4㎡,朝南,3室1厅,5/5,无,中纺东里,1975,板楼,集体供暖,30%,2.8
合租·电子城小区3居室-东南卧,https://www.ziroom.com/x/742232539.html,3600,,,,,,,,,,,
合租·国美第一城3号院3居室-南卧,https://www.ziroom.com/x/711098061.html,3600,,,,,,,,,,,
合租·南湖渠西里3居室-南卧,https://www.ziroom.com/x/717766714.html,3800,14㎡,朝南,3室1厅,4/5,无,南湖渠西里,1993,板楼,集体供暖,30%,1.2
合租·道家园3居室-南卧,https://www.ziroom.com/x/741030127.html,3600,,,,,,,,,,,
合租·北京新天地四期3居室-南卧,https://www.ziroom.com/x/764267059.html,3100,约19.3㎡,朝南,3室1厅,18/20,有,北京新天地四期,2010,塔板结合,集体供暖,30%,3.11
合租·澳洲康都4居室-北卧,https://www.ziroom.com/x/719889171.html,3800,12.5㎡,朝北,4室1厅,4/23,有,澳洲康都,2006,板楼,中央供暖,30%,3.36
合租·利泽西园3居室-西卧,https://www.ziroom.com/x/627944913.html,3600,,,,,,,,,,,
合租·安慧里四区4居室-北卧,https://www.ziroom.com/x/612943054.html,3100,约8㎡,朝北,4室1厅,11/20,有,安慧里四区,1990,塔楼,集体供暖,35%,2.5
合租·慈云寺3居室-北卧,https://www.ziroom.com/x/743069261.html,3800,14.5㎡,朝北,3室1厅,9/16,有,慈云寺,1992,塔楼,集体供暖,30%,1.25
合租·金隅丽港城4居室-南卧,https://www.ziroom.com/x/515538317.html,3900,约13㎡,朝南,4室1厅,5/26,有,金隅丽港城,2006,塔楼,集体供暖,35%,3
合租·南湖中园二区3居室-东卧,https://www.ziroom.com/x/712094542.html,3100,约8㎡,朝东,3室1厅,4/7,无,南湖中园二区,1999,板楼,集体供暖,30%,2.8
合租·北苑家园望春园4居室-南卧,https://www.ziroom.com/x/758591201.html,3900,约12.4㎡,朝南,4室1厅,20/25,有,北苑家园望春园,2009,塔楼,集体供暖,40%,2
合租·嘉润花园4居室-北卧,https://www.ziroom.com/x/753052016.html,3800,12.1㎡,朝北,4室1厅,5/28,有,嘉润花园,2001,塔楼,无供暖,40%,7
合租·天畅园4居室-南卧,https://www.ziroom.com/x/785494636.html,4100,约16.5㎡,朝南,4室1厅,3/32,有,天畅园,2007,塔楼,独立供暖,35%,4.3
合租·东大桥斜街3居室-西卧,https://www.ziroom.com/x/807290815.html,3900,约13.06㎡,朝西,3室1厅,11/14,有,东大桥斜街,1989,塔楼,集体供暖,20%,3
合租·望京新城3居室-东南卧,https://www.ziroom.com/x/739946443.html,3800,9.6㎡,朝东南,3室1厅,26/31,有,望京新城,1998,塔楼,集体供暖,40%,2.1
合租·北苑家园莲葩园2居室-东南卧,https://www.ziroom.com/x/788721923.html,4100,约14.8㎡,朝东南,2室1厅,24/25,有,北苑家园莲葩园,2006,塔楼,集体供暖,40%,2.1
合租·北苑家园茉藜园3居室-西南卧,https://www.ziroom.com/x/785176185.html,3900,约12㎡,朝西南,3室1厅,23/26,有,北苑家园茉藜园,2005,塔板结合,集体供暖,50%,2
合租·望京花园东区4居室-南卧,https://www.ziroom.com/x/643941778.html,3800,9.5㎡,朝南,4室1厅,18/25,有,望京花园东区,2004,塔楼,集体供暖,30%,3.36
合租·新源西里中街3居室-西北卧,https://www.ziroom.com/x/732057142.html,4100,约14.5㎡,朝西北,3室1厅,10/14,有,新源西里中街,1990,塔楼,集体供暖,30%,2.0
合租·北苑家园绣菊园南区3居室-东南卧,https://www.ziroom.com/x/782463677.html,4100,约11.6㎡,朝东南,3室1厅,3/25,有,北苑家园绣菊园南区,2005,塔楼,集体供暖,30%,2
合租·朝庭公寓5居室-东卧,https://www.ziroom.com/x/757016212.html,3900,约8.5㎡,朝东,5室1厅,1/27,有,朝庭公寓,2007,塔板结合,中央供暖,30%,4.17
合租·万象新天天际高尔夫3居室-南卧,https://www.ziroom.com/x/807924154.html,4500,22.5㎡,朝南,3室1厅,11/19,有,万象新天天际高尔夫,2008,板楼,集体供暖,31%,1.4
合租·定福家园北里1号院3居室-南卧,https://www.ziroom.com/x/777671877.html,3200,17.7㎡,朝南,3室1厅,9/16,有,定福家园北里1号院,2007,塔板结合,壁挂炉,30%,2.3
合租·北京香颂3居室-东卧,https://www.ziroom.com/x/739999890.html,4100,约15㎡,朝东,3室1厅,20/20,有,北京香颂,2003,塔板结合,集体供暖,40%,0.4
合租·东大桥路3居室-东卧,https://www.ziroom.com/x/721303625.html,3900,约15.1㎡,朝东,3室1厅,4/5,无,东大桥路,1990,板楼,集体供暖,30%,9.7
合租·北苑家园绣菊园3居室-西南卧,https://www.ziroom.com/x/808160782.html,4100,约18.2㎡,朝西南,3室1厅,23/25,有,北苑家园绣菊园,2003,塔楼,集体供暖,30%,2
合租·安苑北里3居室-南卧,https://www.ziroom.com/x/662631540.html,4500,19.7㎡,朝南,3室1厅,13/25,有,安苑北里,1990,塔楼,集体供暖,30%,1.9
合租·科学园南里三区3居室-南卧,https://www.ziroom.com/x/722851842.html,3900,约18.9㎡,朝南,3室1厅,6/6,无,科学园南里三区,1994,板楼,集体供暖,30%,1.5
合租·方舟苑一期3居室-南卧,https://www.ziroom.com/x/716444313.html,3800,11.5㎡,朝南,3室1厅,20/22,有,方舟苑一期,2000,塔楼,集体供暖,35%,0.3
合租·融科橄榄城二期4居室-东卧,https://www.ziroom.com/x/722046645.html,3900,约9.8㎡,朝东,4室1厅,27/28,有,融科橄榄城二期,2009,板楼,集体供暖,39%,2.7
合租·宝星国际二期4居室-南卧,https://www.ziroom.com/x/636393491.html,4500,22.4㎡,朝南,4室1厅,23/25,有,宝星国际二期,2007,板楼,壁挂炉,40%,2.8
合租·枣营南里3居室-南卧,https://www.ziroom.com/x/619721657.html,4100,约15.2㎡,朝南,3室1厅,6/6,无,枣营南里,1993,板楼,集体供暖,20%,3.5
合租·定福家园2号院3居室-南卧,https://www.ziroom.com/x/716795259.html,3200,15㎡,朝南,3室1厅,6/11,有,定福家园2号院,2007,板楼,独立供暖,25%,2.5
合租·大山子北里3居室-东南卧,https://www.ziroom.com/x/807983339.html,4100,约13.2㎡,朝东南,3室1厅,5/6,无,大山子北里,1984,板楼,集体供暖,20%,3.2
合租·南湖渠西里3居室-南卧,https://www.ziroom.com/x/721886401.html,3800,13.2㎡,朝南,3室1厅,5/5,无,南湖渠西里,1993,板楼,集体供暖,30%,1.2
合租·北京像素南区3居室-南卧,https://www.ziroom.com/x/750498782.html,3900,约25㎡,朝南,3室1厅,4/16,有,北京像素南区,2012,塔板结合,集体供暖,30%,3.32
,,4500,,,,,,,,,,,
合租·远洋天地二期3居室-东卧,https://www.ziroom.com/x/785704641.html,4500,28.4㎡,朝东,3室1厅,11/30,有,远洋天地二期,2006,塔楼,集体供暖,32%,0.3
合租·国美第一城2号院3居室-南卧,https://www.ziroom.com/x/762492153.html,4100,约10.6㎡,朝南,3室1厅,8/27,有,国美第一城2号院,2006,塔板结合,集体供暖,35%,3
合租·合生国际花园4居室-北卧,https://www.ziroom.com/x/718287507.html,3900,约20㎡,朝北,4室1厅,3/18,有,合生国际花园,2008,塔板结合,集体供暖,38%,3.4
合租·南郎家园2居室-南卧,https://www.ziroom.com/x/719382443.html,4500,15㎡,朝南,2室1厅,2/6,无,南郎家园,1992,板楼,集体供暖,30%,1.96
合租·酒仙桥7号院2居室-东卧,https://www.ziroom.com/x/718821589.html,4100,约15.5㎡,朝东,2室1厅,3/6,无,酒仙桥7号院,1982,板楼,集体供暖,30%,1.5
合租·芍药居20号院3居室-东卧,https://www.ziroom.com/x/768455907.html,3900,约17.8㎡,朝东,3室1厅,11/24,有,芍药居20号院,2001,塔楼,集体供暖,20%,2.5
合租·农丰里3居室-南卧,https://www.ziroom.com/x/768456004.html,4100,约14.58㎡,朝南,3室1厅,4/6,无,农丰里,1991,板楼,集体供暖,40%,2.3
合租·三丰里小区2居室-南卧,https://www.ziroom.com/x/796783593.html,4500,19.23㎡,朝南,2室1厅,6/6,无,三丰里小区,1995,板楼,集体供暖,35%,0.6
合租·北苑家园清友园4居室-南卧,https://www.ziroom.com/x/738555463.html,3900,约12.9㎡,朝南,4室1厅,25/25,有,北苑家园清友园,2001,塔楼,集体供暖,40%,2
合租·灵通观2居室-南卧,https://www.ziroom.com/x/723075621.html,4100,约15.1㎡,朝南,2室1厅,5/5,无,灵通观,1993,板楼,壁挂炉,30%,2
合租·中海城圣朝菲4居室-南卧,https://www.ziroom.com/x/766732120.html,3200,19㎡,朝南,4室1厅,4/8,有,中海城圣朝菲,2012,板楼,集体供暖,30%,0.2
合租·北四环东路2居室-南卧,https://www.ziroom.com/x/777273304.html,3900,约10.9㎡,朝南,2室1厅,6/6,无,北四环东路,2000,板楼,集体供暖,30%,3.1
合租·方舟苑一期3居室-东南卧,https://www.ziroom.com/x/745358946.html,4500,18㎡,朝东南,3室1厅,2/22,有,方舟苑一期,2000,塔楼,集体供暖,35%,0.3
合租·平乐园小区2居室-南卧,https://www.ziroom.com/x/670010337.html,3900,约20.5㎡,朝南,2室1厅,5/6,无,平乐园小区,2001,板楼,集体供暖,35%,0.2
合租·远洋天地二期3居室-东南卧,https://www.ziroom.com/x/711077109.html,4100,约19.5㎡,朝东南,3室1厅,20/30,有,远洋天地二期,2006,塔楼,集体供暖,32%,0.3
合租·天创世缘4居室-南卧,https://www.ziroom.com/x/747627000.html,4000,17.5㎡,朝南,4室1厅,7/31,有,天创世缘,2000,塔楼,集体供暖,23%,5.13
合租·东恒时代三期4居室-南卧,https://www.ziroom.com/x/745971598.html,4000,20.58㎡,朝南,4室1厅,10/27,有,东恒时代三期,2008,塔楼,集体供暖,42%,0.2
合租·泰福苑D2区3居室-南卧,https://www.ziroom.com/x/715738929.html,3200,15.7㎡,朝南,3室1厅,12/27,有,泰福苑D2区,2016,板楼,独立供暖,35%,4.9
,,3200,,,,,,,,,,,
合租·沁园4居室-南卧,https://www.ziroom.com/x/743496061.html,4000,18.4㎡,朝南,4室1厅,4/12,有,沁园,2013,板楼,集体供暖,40%,4.1
合租·首开知语城5居室-南卧,https://www.ziroom.com/x/749498421.html,4100,约25㎡,朝南,5室1厅,12/20,有,首开知语城,2007,板楼,集体供暖,62%,3.1
合租·城锦苑3居室-南卧,https://www.ziroom.com/x/638415407.html,4000,17.35㎡,朝南,3室1厅,21/27,有,城锦苑,2010,塔板结合,集体供暖,30%,2.7
,,4000,,,,,,,,,,,
合租·农展南里2居室-南卧,https://www.ziroom.com/x/639769333.html,4100,约14.8㎡,朝南,2室1厅,1/6,无,农展南里,1987,板楼,集体供暖,30%,0.3
合租·双惠小区3居室-南卧,https://www.ziroom.com/x/807001771.html,3800,15㎡,朝南,3室1厅,1/7,无,双惠小区,2008,板楼,集体供暖,30%,1.2
合租·酒仙桥十街坊2居室-西南卧,https://www.ziroom.com/x/765815276.html,4000,15.1㎡,朝西南,2室1厅,3/6,无,酒仙桥十街坊,2000,板楼,集体供暖,41%,1.8
合租·世华泊郡4居室-南卧,https://www.ziroom.com/x/724254365.html,4100,约11㎡,朝南,4室1厅,9/27,有,世华泊郡,2016,板楼,集体供暖,32%,2.8
合租·美然动力A1区3居室-南卧,https://www.ziroom.com/x/781633454.html,3800,15.02㎡,朝南,3室1厅,11/14,有,美然动力A1区,2004,板楼,集体供暖,30%,0.2
合租·芍药居20号院3居室-西卧,https://www.ziroom.com/x/787465870.html,4000,20㎡,朝西,3室1厅,2/24,有,芍药居20号院,2001,塔楼,集体供暖,20%,2.5
合租·世纪东方城4居室-南卧,https://www.ziroom.com/x/715000371.html,3200,18.4㎡,朝南,4室1厅,3/21,有,世纪东方城,2006,塔板结合,集体供暖,34%,1.9
合租·金台里3居室-南卧,https://www.ziroom.com/x/780306203.html,4300,15㎡,朝南,3室1厅,1/6,无,金台里,2002,板楼,集体供暖,30%,1.2
合租·梵谷水郡4居室-南卧,https://www.ziroom.com/x/773666456.html,4000,26.6㎡,朝南,4室1厅,5/9,有,梵谷水郡,2008,板楼,集体供暖,33%,2.6
合租·干杨树3居室-南卧,https://www.ziroom.com/x/777047585.html,4200,16.7㎡,朝南,3室1厅,6/18,有,干杨树,2016,塔楼,集体供暖,35%,2.1
合租·亮马水晶3居室-东卧,https://www.ziroom.com/x/741540735.html,3800,14.99㎡,朝东,3室1厅,7/20,有,亮马水晶,2003,塔楼,集体供暖,31%,3.37
合租·慈云寺2居室-南卧,https://www.ziroom.com/x/784056417.html,4000,15.2㎡,朝南,2室1厅,1/6,无,慈云寺,1992,板楼,集体供暖,30%,1.25
合租·科学园南里五区3居室-南卧,https://www.ziroom.com/x/779317967.html,4500,12㎡,朝南,3室1厅,3/6,无,科学园南里五区,1994,板楼,集体供暖,30%,1.5
合租·北花园小区1号院3居室-南卧,https://www.ziroom.com/x/761456096.html,4200,24.6㎡,朝南,3室1厅,3/29,有,北花园小区1号院,2017,塔楼,集体供暖,50%,0.4
合租·望京西园三区3居室-西北卧,https://www.ziroom.com/x/781109460.html,4000,13.2㎡,朝西北,3室1厅,2/28,有,望京西园三区,2000,塔楼,壁挂炉,40%,3.5
合租·美利山2居室-东卧,https://www.ziroom.com/x/687145776.html,3800,16.1㎡,朝东,2室1厅,10/24,有,美利山,2013,塔楼,集体供暖,31%,2.64
合租·顺源里3居室-东南卧,https://www.ziroom.com/x/722130744.html,4200,18.37㎡,朝东南,3室1厅,1/6,无,顺源里,1983,板楼,集体供暖,35%,0.3
合租·美然动力A3区5居室-南卧,https://www.ziroom.com/x/710687072.html,3200,17.8㎡,朝南,5室1厅,4/6,无,美然动力A3区,2002,板楼,集体供暖,30%,0.2
合租·花家地西里二区3居室-西南卧,https://www.ziroom.com/x/629775405.html,4000,13㎡,朝西南,3室1厅,10/25,有,花家地西里二区,2001,塔楼,集体供暖,35%,1
合租·望京花园东区3居室-东北卧,https://www.ziroom.com/x/721505773.html,3800,10㎡,朝东北,3室1厅,5/25,有,望京花园东区,2004,塔楼,集体供暖,30%,3.36
,,4200,,,,,,,,,,,
合租·阳光新干线4居室-东卧,https://www.ziroom.com/x/783437169.html,4200,16.9㎡,朝东,4室1厅,2/16,有,阳光新干线,2003,板楼,集体供暖,31%,2.7
合租·安贞里2居室-北卧,https://www.ziroom.com/x/782871756.html,4000,10.8㎡,朝北,2室1厅,5/17,有,安贞里,1990,塔楼,集体供暖,21%,2.6
合租·新纪家园3居室-南卧,https://www.ziroom.com/x/718730894.html,3800,11.5㎡,朝南,3室1厅,8/28,有,新纪家园,2003,塔楼,集体供暖,8%,2.8
合租·双花园南里一区3居室-东卧,https://www.ziroom.com/x/783172747.html,4200,24.39㎡,朝东,3室1厅,17/22,有,双花园南里一区,2000,塔楼,集体供暖,30%,3.2
合租·将府家园3居室-西卧,https://www.ziroom.com/x/792305006.html,4000,14.7㎡,朝西,3室1厅,10/19,有,将府家园,2008,塔楼,集体供暖,35%,0.3
合租·富力阳光美园3居室-东卧,https://www.ziroom.com/x/784367399.html,3200,16.4㎡,朝东,3室1厅,11/27,有,富力阳光美园,2010,塔楼,独立供暖,30%,2.49
合租·东景苑4居室-东北卧,https://www.ziroom.com/x/787790432.html,4200,18.96㎡,朝东北,4室1厅,3/21,有,东景苑,1997,塔楼,集体供暖,30%,1.4
合租·和平街十一区2居室-南卧,https://www.ziroom.com/x/807098770.html,3800,11.5㎡,朝南,2室1厅,4/14,有,和平街十一区,2000,板楼,集体供暖,30%,3.0
合租·安翔里小区2居室-北卧,https://www.ziroom.com/x/791057295.html,4000,10.2㎡,朝北,2室1厅,4/6,无,安翔里小区,1984,板楼,集体供暖,10%,2.7
合租·双井东院3居室-西南卧,https://www.ziroom.com/x/738506575.html,4200,15.2㎡,朝西南,3室1厅,5/6,无,双井东院,1982,板楼,集体供暖,30%,2.5
合租·风度柏林4居室-南卧,https://www.ziroom.com/x/786812963.html,4000,20.1㎡,朝南,4室1厅,11/22,有,风度柏林,2008,塔楼,集体供暖,30%,2.8
合租·朝阳无限3居室-东卧,https://www.ziroom.com/x/542953117.html,3800,21.58㎡,朝东,3室1厅,9/21,有,朝阳无限,2004,塔楼,集体供暖,36%,4.87
合租·光华里社区3居室-南卧,https://www.ziroom.com/x/760562047.html,4200,14.9㎡,朝南,3室1厅,4/6,无,光华里社区,1999,板楼,集体供暖,30%,4.9
合租·安贞里3居室-南卧,https://www.ziroom.com/x/794190104.html,3800,12.35㎡,朝南,3室1厅,2/17,有,安贞里,1990,塔楼,集体供暖,21%,2.6
合租·南郎家园2居室-南卧,https://www.ziroom.com/x/786499847.html,4200,15㎡,朝南,2室1厅,1/5,无,南郎家园,1992,板楼,集体供暖,30%,1.96
合租·北花园小区1号院4居室-南卧,https://www.ziroom.com/x/754389646.html,4000,25.85㎡,朝南,4室1厅,22/29,有,北花园小区1号院,2017,塔板结合,集体供暖,50%,0.4
合租·泰福苑D1区2居室-南卧,https://www.ziroom.com/x/693255392.html,3200,12.3㎡,朝南,2室1厅,27/27,有,泰福苑D1区,2017,塔板结合,壁挂炉,30%,4.9
合租·东恒时代一期3居室-西卧,https://www.ziroom.com/x/761610423.html,4000,14.3㎡,朝西,3室1厅,16/32,有,东恒时代一期,2004,塔楼,集体供暖,35%,3
